'cfullname','cshortname','efullname','eshortname','id','delflag'
'山西瑞龙盛家家居有限公司','太原盛家','','','12053','0'
'深圳市欧亚特电器设备有限公司','欧亚特','','','12054','0'
'江西佳维诚电子科技有限公司','佳维诚','','','12055','0'
'深圳市大喜之星物流有限公司','大喜物流','','','12056','0'
'深圳市华德防伪技术开发有限公司','华德防伪','','','12057','0'
'陵县恒丰纺织品有限公司','陵县恒丰','LINGXIAN HENGFENG TEXTILE CO.LTD.','','12059','0'
'深圳市壹环工程设计有限公司','壹环工程','','','12060','0'
'平原恒丰纺织科技有限公司','平原恒丰','','','12061','0'
'深圳市鑫玉龙建筑装饰设计工程有限公司','鑫玉龙','','','12062','0'
'深圳市威特利电源有限公司','威特利','','','12063','0'
'陵县恒宇纺织品有限公司','陵县恒宇','','','12064','0'
'深圳市南澳大酒店有限公司','南澳酒店','','','12065','0'
'陵县盛泽特色纺织品有限公司','盛泽纺织','','','12066','0'
'深圳市和信胜电子有限公司','和信胜','','','12102','0'
'广州市康迪尔医药有限公司','康迪尔','','','12107','0'
'东莞市易丰纺织机械科技有限公司','易丰机械','','','12108','0'
'福建丰农食品股份有限公司','丰农食品','','','12111','0'
'深圳市欣怡源纸品包装有限公司','欣怡源','','','12112','0'
'深圳市恒佳福投资有限公司','恒佳福','','','12113','0'
'四川柯西澳光电科技有限公司','柯西澳','','','12125','0'
'深圳市嘉源泰供应链管理有限公司','嘉源泰','','','12131','0'
'深圳市赤道隆兴轮胎有限公司','赤道隆兴','','','12132','0'
'深圳市丰海川磁电科技有限公司','丰海川','','','12133','0'
'深圳市丰正合科技有限公司','丰正合','','','12134','0'
'巴彦淖尔市北辰番茄制品有限公司','北辰公司','','','12135','0'
'深圳市生波尔光电技术有限公司','光电技术','Shenzhen SPET Co.,Ltd','','12136','0'
'深圳市卓讯达科技发展有限公司','卓讯达','Shenzhen IntelliWork Technologies Co., Limited','','12137','0'
'东莞市宇科实业有限公司','宇科实业','DONG GUAN YUKE INDUSTRIAL CORPORATION.LTD','','12138','0'
'巴彦淖尔市民丰生态开发有限公司','民丰公司','','','12139','0'
'深圳市容亮电子有限公司','容亮电子','','','12140','0'
'内蒙古赛瀚德生态建设有限公司','赛瀚德','','','12143','0'
'深圳市晨日科技有限公司','晨日科技','','','12146','0'
'玉溪紫昊生物科技有限公司','紫昊公司','YUXI ZENHOP BIOLOGICAL TECHNOLOGY CO.,LTD','','12147','0'
'深圳市国祥安科技发展有限公司','国祥安','Shenzhen GXA Technology Development Co.,Ltd','','12148','0'
'深圳市彩纳伟业科技有限公司','彩纳伟业','','','12149','0'
'深圳市莱恩丽电子有限公司','莱恩丽','','','12150','0'
'深圳市致新包装有限公司','致新包装','','','12151','0'
'深圳市多滋味餐饮服务有限公司','多滋味','','','12152','0'
'宜信惠琮国际融资租赁有限公司','宜信租赁','','','12153','0'
'深圳市旺鑫精密工业股份有限公司','旺鑫精密工业','SHENZHEN WANGXIN PRECISION INDUSTRY CO.,LTD','','12154','0'
'深圳市昊创物业服务有限公司','昊创物业','','','12155','0'
' 赛龙通信技术（深圳）有限公司','赛龙','Cellon Communications Technology(Shenzhen) Co.,Ltd.','','12156','0'
'深圳市伟达高塑胶制品有限公司','伟达高','','','12158','0'
'深圳市湘马龙经贸有限公司','湘马龙','','','12161','0'
'深圳市墨库图文技术有限公司','墨库图文','ShenZhen inkbank graphic technology co.,ltd','','12162','0'
'惠州市宏盛电子有限公司','宏盛电子','','','12163','0'
'佛山市顺德区顺领设计服务有限公司','顺领设计','','','12164','0'
'福建省一份子茶业股份有限公司','一份子','','','12167','0'
'深圳市龙图光电有限公司','龙图光电','Shenzhen Longtu Photomask Co., Ltd','','12168','0'
'大同市鼎祥物产商品混凝土搅拌有限公司','鼎祥物产','','','12177','0'
'深圳市鼎和资产管理有限公司','鼎和资产','','','12179','0'
'深圳市康特电子有限公司','康特电子','Shenzhen Comtech Electronics Co., Ltd','','12180','0'
'东莞市致鹏服饰有限公司','致鹏服饰','','','12181','0'
'深圳市东升源电气设备有限公司','东升源','','','12182','0'
'深圳市国野股份有限公司','国野股份','','','12183','0'
'深圳市城基园林发展有限公司','城基园林','','','12184','0'
'深圳市中安视科技有限公司','中安视','','','12185','0'
'深圳市华威斯科技有限公司','华威斯','','','12186','0'
'深圳市万源盛建材有限公司','万源盛','','','12188','0'
'深圳市泰金井印刷包装设计有限公司','泰金井','SHENZHEN TAIJINJING PRINTING PACKING&DESIGN  CO.,LTD','','12190','0'
'东莞市瑞都印刷包装有限公司','瑞都印刷','DONGGUAN RUIDU PRINTING PACKING CO.,LTD','','12191','0'
'深圳市星马物流有限公司','星马物流','','','12193','0'
'惠州大亚湾互生实业有限公司','圣婴园','','','12194','0'
'山西天极磁材有限责任公司','天极磁材','','','12196','0'
'深圳市塑尼新材料科技有限公司','塑尼材料','','','12197','0'
'武汉优邦新材料化工有限公司','武汉优邦','','','12199','0'
'深圳金帝福珠宝有限公司','金帝福','','','12202','0'
'深圳市协创兄弟房车有限公司','协创兄弟','','','12205','0'
'深圳市万电通电子科技有限公司','万电通','SHENZHEN WANDIANTONG ELECTRONIC TECHNOLOGICAL CO., LTD','','12206','0'
'深圳翠涛自动化设备股份有限公司','翠涛股份','','','12207','0'
'深圳市洋光光电科技有限公司','洋光光电','shenzhen en-light electronics&technology Co.,Ltd','','12209','0'
'紫金县鸿威房地产开发有限公司','紫金鸿威','','','12210','0'
'深圳市东景盛电子技术有限公司','东景盛','SHENZHEN EAST-TOPTECH ELECTRONIC TECHNOLOGY','','12212','0'
'深圳市中科创小额贷款有限公司','中科创D','','','12213','0'
'深圳市一品高精密金属制品有限公司','一品高','','','12214','0'
'深圳市中科创融资担保有限公司','中科创担保','','','12215','0'
'深圳市凌昱微科技有限公司','凌昱微','','','12223','0'
'深圳市劲嘉房地产开发有限公司','劲嘉地产','','','12224','0'
'广州市浩通计算机科技有限公司','浩通','','','12225','0'
'佛山市顺德区亚之星数控系统有限公司','亚数科技','Mautonc','','12226','0'
'深圳市瑞沃卫浴制品有限公司','瑞沃卫浴','SHEN ZHEN SVAVO BATHROOM PRODUCTS CO.,LTD.','','12230','0'
'惠州市海尚通网络技术有限公司','海尚通','','','12231','0'
'深圳市长明光电科技有限公司','长明光电','','','12232','0'
'海南光信科技有限公司','海南光信','','','12236','0'
'宜宾盈泰光电有限公司','盈泰光电','','','12239','0'
'东莞市丰海海运有限公司','丰海海运','','','12240','0'
'深圳市龙中龙环境艺术有限公司','龙中龙','','','12241','0'
'深圳中棉进出口有限公司','中棉','','','12242','0'
'深圳市兆兰进出口有限公司','兆兰','','','12243','0'
'深圳一棉进出口有限公司','一棉','','','12244','0'
'深圳市浩得星电子科技有限公司','浩得星','','','12246','0'
'深圳市科盈德电子有限公司','科盈德','','','12247','0'
'深圳市利达恒业贸易有限公司','利达恒业','','','12248','0'
'深圳市飞豹电动车有限责任公司','深圳飞豹','','','12249','0'
'东莞市鹤留山餐饮管理有限公司','鹤留山','','','12250','0'
'深圳市好林天德科技有限公司','好林天德','','','12252','0'
'东港实业发展（深圳）有限公司','东港实业','','','12254','0'
'君豪实业发展（深圳）有限公司','君豪实业','','','12255','0'
'深圳市中银信置业有限公司','中银信','','','12256','0'
'深圳市兴大璐科技有限公司','兴大璐','','','12257','0'
'深圳市嘉信装饰设计工程有限公司','嘉信装饰','','','12259','0'
'湖北神河汽车改装（集团）有限公司','神河集团','Hubei Shenhe Automobile Modification (Group) Co.,Ltd','','12260','0'
'东莞市天楠酒业有限公司','天楠酒业','','','12261','0'
'侯马市荷香园种植专业合作社','荷香园','','','12262','0'
'爱奥乐医疗器械(深圳)有限公司','爱奥乐','bioland','','12263','0'
'潍坊威度电子科技有限公司','威度电子','','','12265','0'
'东莞市天楠光电科技有限公司','天楠光电','','','12267','0'
'深圳市晨宇投资有限公司','深圳市晨宇投资有限公司','','','12269','0'
'深圳莱特光电有限公司','莱特光电','','','12270','0'
'广东宏远集团有限公司','宏远集团','','','12280','0'
'深圳鹏信会计师事务所','鹏信','','','12281','0'
'深圳市鸿运通联供应链管理有限公司','鸿运通联','ShenZhen Fortune-Link Supply China Management Co.,Ltd','','12283','0'
'深圳市骏联眼镜有限公司','骏联眼镜','BESTWAY OPTICAL CO.,LTD','','12284','0'
'鑫创家具（东莞)有限公司','鑫创家具','','','12286','0'
'东莞市兴讯电子科技有限公司','兴讯电子','','','12287','0'
'深圳市迈思普电子有限公司','迈思普','shen zhen mass power electronic limited','','12288','0'
'深圳市海城石业有限公司','海城石业','','','12289','0'
'广东宏安电子科技有限公司','宏安电子','','','12290','0'
'深圳九度科技有限公司','九度科技','','','12291','0'
'青岛华世基科技发展集团有限公司','华世基','','','12293','0'
'青岛华世基电子有限公司','华世电子','','','12294','0'
'深圳市通明实业有限公司','通明实业','SHENZHEN BRIGHT FUTURE INDUSTRY CO.,LTD','','12300','0'
'北京北大高科技产业投资有限公司','北大高科','','','12304','0'
'十堰渝川食品有限公司','渝川食品','','','12310','0'
'山东省滨州市绿洲食品有限公司','绿洲食品','Binzhou City,Shandong Province,(Group)Co.,Ltd','','12311','0'
'深圳市爱能森科技有限公司','爱能森','Shenzhen Enesoon Science & Technology Co., Ltd. ','','12313','0'
'惠州市嘉长源实业有限公司','嘉长源','','','12315','0'
'广东迪奥技术有限公司','迪奥技术','','','12317','0'
'深圳市世民科技有限公司','世民科技','','','12318','0'
'云南牟定金塔经贸有限责任公司','牟定金塔','','','12319','0'
'深圳市恒昇启泰进出口有限公司','恒昇启泰','P&M IMPORT & EXPORT CO., LTD.','','12320','0'
'深圳市玛保装饰设计工程有限公司','深圳玛保','','','12321','0'
'深圳市铂晶艺术文化有限公司','铂晶艺术','','','12324','0'
'怀来县均利恺元置业有限公司','均利恺元','','','12325','0'
'深圳市万源通科技有限公司','万源通','','','12326','0'
'浙江百年银工贸有限公司','百年银','','','12327','0'
'深圳市富友昌科技有限公司','富友昌','','','12333','0'
'广州市强辉照明电器厂有限公司','强辉照明','','','12336','0'
'河南龙丰实业股份有限公司','龙丰实业','HENAN LONFON INDUSTRIAL CORPORATION LIMITED','','12337','0'
'深圳市科玺化工有限公司','科玺化工','','','12340','0'
'深圳市迪尼仕科技有限公司','迪尼仕','','','12341','0'
'东莞市青雅数码科技有限公司','东莞青雅','','','12351','0'
'东莞市路晨电子科技有限公司','路晨电子','Luchen','','12352','0'
'深圳市银新印刷有限公司','银新印刷','','','12353','0'
'深圳市柏泽精密技术有限公司','柏泽精密','','','12354','0'
'河源青雅电子科技有限公司','河源青雅','','','12355','0'
'东莞市东兴铝业有限公司','东兴铝业','Token Aluminum Products Co., Ltd','','12357','0'
'南昌金格瑞汽配制造有限公司','格瑞汽配','Kinglory Auto-parts Manu-facturing Inc','','12358','0'
'深圳市兴印达实业有限公司','兴印达','','','12359','0'
'深圳市金康光电有限公司','金康光电','','','12360','0'
'上海华幢实业有限公司','华幢实业','','','12362','0'
'广东优速物流有限公司','广东优速','','','12365','0'
'泰安科诺型钢股份有限公司','泰安科诺','TAIAN KENUO PROFILE STEEL CO., LTD','','12366','0'
'深圳市凡事通科技有限公司','凡事通','SHENZHEN FIRSTOP TEHNOLOGY CO.,LTD','','12367','0'
'内蒙古建中律师事务所','建中律师','Inner Mongolia JianZhong Law Firm','','12368','0'
'深圳市汇鑫供应链管理有限公司','汇鑫','','','12371','0'
'深圳市东森科技有限公司','东森科技','','','12375','0'
'深圳市欣创宏图科技有限公司','欣创宏图','Shenzhen HoTu Technology Co.,LTD.','','12376','0'
'金科龙软件科技（深圳）有限公司','金科龙','','','12377','0'
'山东滨州金源纺织有限公司','滨州金源','','','12378','0'
'东莞市普万光电散热科技有限公司','普万科技','','','12381','0'
'湖北亚非节能能源管理服务有限公司','亚非节能','','','12382','0'
'东莞市立成电线有限公司','立成电线','','','12406','0'
'深圳市形家家居超市有限公司','形家家居','','','12407','0'
'深圳市鑫海油田设备有限公司','深圳鑫海','Shenzhen Xinhai Oilfield Equipment Co.,Ltd','','12408','0'
'深圳市明华堂医药有限公司','明华堂','','','12409','0'
'深圳市龙迅国际物流有限公司','龙迅国际','','','12415','0'
'深圳市福中达投资控股有限公司','福中达','','','12416','0'
'深圳市扬越服饰股份有限公司','扬越服饰','','','12417','0'
'深圳市创鸿利纸品包装有限公司','创鸿利','','','12421','0'
'深圳市鑫华良科技有限公司','鑫华良','SHEN ZHEN SHI XIN HUA LIANG TECHNOLOGY CO,2TD','','12422','0'
'深圳市信丰伟业科技有限公司','信丰伟业','','','12424','0'
'深圳市诚信赢通信设备有限公司','深圳市诚信赢通信设备有限公司','','','12425','0'
'深圳市金典家具制造有限公司','金典家具','shenzhengshijindianjiajuzhizaoyouxiangongsi','','12426','0'
'深圳市毅宁亮照明有限公司','毅宁亮','ETN TECHNOLOGY LIMITED','','12428','0'
'深圳市美伦印刷有限公司','美伦印刷','','','12429','0'
'江苏陆地方舟新能源电动汽车有限公司','江苏方舟','','','12431','0'
'深圳市优宝惠新材料科技有限公司','优宝惠','','','12432','0'
'惠州市振华工业发展有限公司','振华','','','12461','0'
'深圳市安博进出口有限公司','深圳安博','','','12462','0'
'深圳市恩华药业有限公司','恩华药业','','','12463','0'
'深圳市齐粤印刷设备有限公司','齐粤公司','','','12464','0'
'深圳市元域建筑装饰工程有限公司','元域建筑','','','12465','0'
'深圳市星河电路有限公司','星河电路','','','12467','0'
'深圳市广乐汇饮食娱乐有限公司','广乐汇','','','12468','0'
'深圳市南峰水处理服务有限公司','南峰','','','12470','0'
'深圳中圳建筑装饰设计工程有限公司','中圳建设','Shenzhen Zhongzhen Construction Co., Ltd','','12471','0'
'深圳市多滋味农产品配送有限公司','多滋味送','','','12474','0'
'深圳市资福药业有限公司','资福药业','','','12475','0'
'深圳市深红墙装饰设计工程有限公司','深红墙','','','12476','0'
'深圳市易力达砂轮有限公司','易力达','','','12478','0'
'深圳市源林华建筑有限公司','源林华','','','12480','0'
'深圳市嘉信林建筑材料有限公司','嘉信林','','','12481','0'
'深圳市建顺建筑有限公司','建顺建筑','','','12482','0'
'东莞市塘厦华联消防工程有限公司','华联消防','','','12488','0'
'东莞市华毅投资有限公司','华毅投资','','','12489','0'
'东莞市塘厦水电空调设备安装工程有限公司','塘厦水电','','','12490','0'
'深圳市百利永兴科技有限公司','深圳市百利永兴科技有限公司','','','12495','0'
'东莞市仲康电子科技有限公司','仲康电子','Dong guan Zhong kang Technology Electronics Co., LTD ','','12496','0'
'江川安福化工有限公司','安福化工','','','12499','0'
'中山市碧力佳日用制品有限公司','碧力佳','ZHONGSHAN BLICA DAILY PRODUCT CO.,LTD','','12502','0'
'重庆市荣昌县福润小额贷款有限责任公司','福润小贷','','','12513','0'
'重庆昌福物业发展有限公司','昌福物业','','','12514','0'
'重庆德杰地产集团有限公司','德杰地产','Chongqing Dejie Real Estate Co., Ltd.','','12515','0'
'天津百映国际贸易有限公司','百映国际','Tianjin Bai Ying International Trade Co., Ltd.','','12516','0'
'东莞市富悦酒店有限公司','富悦酒店','','','12518','0'
'广州捭阖贸易有限公司','捭阖贸易','','','12527','0'
'广州常牛商贸有限公司','常牛商贸','','','12534','0'
'广州市德溢昌贸易有限公司','德溢昌','','','12536','0'
'广州资富汽车用品有限公司','资富汽配','','','12537','0'
'广州市臻月贸易有限公司','臻月贸易','','','12540','0'
'深圳市梦翔宇科技有限公司','梦翔宇','','','12542','0'
'广州市越秀区钰宇汽车配件商行','钰宇汽配','','','12547','0'
'广州市宝成汽车配件有限公司','宝成汽配','','','12548','0'
'达琦华声电子（深圳）有限公司','达琦华声','','','12566','0'
'深圳市炬宇泰科技有限公司','炬宇泰','','','12575','0'
'四川辅正药业有限责任公司','辅正药业','','','12588','0'
'深圳市理想物流有限公司','理想物流','','','12589','0'
'温州中城建设集团有限公司','中城建设','','','12592','0'
'深圳市赛唯伦科技有限公司','赛唯伦','','','12601','0'
'南漳县水镜山野菜有限责任公司','山野菜','','','12606','0'
'安徽立峰机电科技有限公司','安徽立峰','','','12608','0'
'通海聚元工贸有限公司','聚元工贸','','','12609','0'
'东莞握手网络科技有限公司','握手网络','','','12611','0'
'嵩明歪家饮食文化有限公司','歪家饮食','','','12613','0'
'江西增鑫牧业科技有限责任公司','增鑫牧业','','','12614','0'
'新余市仙女湖畔生态农业开发有限公司','仙女湖畔','','','12636','0'
'海南船说船木家具制造有限公司','海南船说','','','12642','0'
'深圳旺福珠宝首饰有限公司','旺福珠宝','','','12657','0'
'深圳市浩瑞投资发展有限公司','浩瑞投资','','','12659','0'
'深圳市鸿祥投资有限公司','鸿祥','ShenZhenHongXiang Ventures Co., Ltd','','12669','0'
'深圳市金利珠宝首饰有限公司','金利珠宝','','','12670','0'
'新源光学实业（深圳）有限公司','新源光学','','','12674','0'
'河南华垦油脂有限公司','华垦油脂','','','12676','0'
'浙江骏马数码科技有限公司','浙江骏马','','','12677','0'
'河南金龙面业有限公司','金龙面业','','','12680','0'
'河南三剑客奶业有限责任公司','三剑客','','','12681','0'
'河南中原轧辊有限公司','中原轧辊','','','12684','0'
'河南聚塑管道有限公司','聚塑管道','','','12685','0'
'漯河市世通塑业有限公司','世通塑业','','','12686','0'
'广东顺德顺炎新材料有限公司','顺德顺炎','','','12700','0'
'河南省北徐（集团）有限公司','北徐集团','','','12703','0'
'深圳市深水进出口有限公司','深圳深水','','','12704','0'
'漯河市源隆肠衣有限公司','源隆肠衣','LUOHE YUANLONG CASING CO.,LTD','','12705','0'
'深圳市一博酒业股份有限公司','一博酒业','','','12707','0'
'深圳市旭宇光电有限公司','旭宇光电','SHENZHEN XUYU OPTOELECTRONICS CO.,LTD.','','12710','0'
'惠州市茂业彩印包装有限公司','惠州市茂业彩印包装有限公司',' ','','12711','0'
'上海伊诺餐饮管理有限公司','伊诺咖啡','','','12712','0'
'河南永银化工实业有限公司','永银化工','','','12715','0'
'杭州新概念节能科技有限公司','新概念','','','12718','0'
'深圳市华荣装饰设计工程有限公司','华荣装饰','','','12721','0'
'深圳市京鼎珠宝有限公司','京鼎珠宝','','','12732','0'
'深圳如是珠宝有限公司','如是珠宝','','','39083','0'
'厦门市整点广告有限公司','整点广告','','','39086','0'
'河北融鼎房地产开发有限公司','融鼎房地产','','','39087','0'
'大余县东宏锡制品有限公司','东宏锡业','','','13954','0'
'深圳市文业照明实业有限公司','文业照明','','','13968','0'
'四川天地仁禾农业开发有限公司','天地仁禾','','','13975','0'
'惠州市肌缘日用化工有限公司','肌缘','DOUBLE BODY CO.,LTD','','13976','0'
'安徽华诚电气有限公司','安徽华诚','','','13979','0'
'深圳市卡司通展览有限公司','卡司通展览','','','13980','0'
'绵阳市夏之晨科技有限责任公司','夏之晨','','','13981','0'
'深圳市盛翔展示制品有限公司','盛翔展示','','','13982','0'
'深圳市定制宝网络科技股份有限公司','定制宝','','','13984','0'
'云浮市冠群石材有限公司','冠群石材','','','13985','0'
'湛江市加能光电设备有限公司','湛江加能','','','13994','0'
'湖南乐邦制药有限公司','乐邦制药','','','13998','0'
'岳阳华瑞丹枫酒店有限公司','华瑞丹枫','','','13999','0'
'深圳迈鼎电子有限公司','迈鼎电子','','','14000','0'
'深圳市嘉名达实业有限公司','嘉名达','','','14008','0'
'深圳市益森展示制品有限公司','益森展示','shenzhen kindvast paper display co.,ltd','','14009','0'
'中山市镕浩软件科技有限公司','镕浩软件','','','14011','0'
'烟台市全实食品果蔬有限公司','全实食品','','','14013','0'
'太原网旗文化传媒有限公司','网旗','','','14017','0'
'中山市天驭服饰有限公司','天驭服饰','','','14018','0'
'河南昌泰电力设备有限公司','昌泰电力','','','14021','0'
'漯河市恒瑞化工有限公司','恒瑞化工','','','14033','0'
'东莞市艾提卡环保科技有限公司','艾提卡','','','14034','0'
'云浮永达成石材有限公司','永达成石材','','','14038','0'
'云浮新至上石材有限公司','云浮新至上石材有限公司','','','14039','0'
'株洲兹丘商贸有限公司','兹丘商贸','','','14040','0'
'中山市创富隆服装有限公司','创富隆','','','14041','0'
'南通广阔网络通信技术有限公司','广阔通信','','','14045','0'
'东莞光阳兴业电子配件有限公司','光阳电子','','','14084','0'
'山西金邦万通管业有限公司','万通管业','','','14112','0'
'深圳市光立方半导体照明有限公司','光立方','','','14116','0'
'深圳市鸿泰利科技有限公司','鸿泰利','SHENZHENSHI HONGTAILI TECHNOLOGY CO.,LTD','','14122','0'
'深圳市官道投资股份有限公司','官道投资','','','14123','0'
'深圳市伟安特电子有限公司','伟安特','','','14134','0'
'深圳市计通智能技术有限公司','深圳计通','ShenZhen JITON Intelligent Technogy co.,Ltd','','14135','0'
'洪湖市兴农房地产开发有限公司','兴农地产','','','14136','0'
'深圳翔成电子科技有限公司','翔成电子','','','14137','0'
'深圳卓锐思创科技有限公司','卓锐思创','','','14144','0'
'太原市迎泽三姐妹化妆品商行','三姐妹','','','14149','0'
'湖北华中国际旅行社有限公司','华中国旅','HUBEI HUAZHONG INTERNATIONAL TRAVEL SERVICE CO., LTD','','14160','0'
'云浮市湘桂三和石材有限公司','湘桂三和','','','14161','0'
'昆山市鑫利来电子有限公司','鑫利来','','','14169','0'
'深圳燕浩实业发展有限公司','燕浩实业','SHEN ZHEN YANHAO INDUSTRY DEVELOPMENTCO .,LTD','','14189','0'
'深圳市丰何氏商贸有限公司','丰何氏','','','14196','0'
'深圳市正海投资有限公司','正海投资','','','14199','0'
'四川上之登新材料有限公司','上之登','','','14204','0'
'深圳市越众混凝土有限公司','越众混凝','yuezhonghunningtu','','14206','0'
'山西亚满华酒店管理有限公司','亚满华','','','14207','0'
'黎城太行山中药材科技开发有限公司','太行山','','','14213','0'
'深圳市锦翔盛实业有限公司','深圳市锦翔盛实业有限公司','','','14216','0'
'深圳市恒茂明木制品有限公司','恒茂明木','','','14218','0'
'深圳市藏乐阁文化发展有限公司','藏乐阁','','','14220','0'
'云浮市汇全石材有限公司','汇全石材','','','14223','0'
'云浮市意莱美石材有限公司','意莱美石材','','','14236','0'
'云浮市汇龙石材有限公司','汇龙石材','','','14238','0'
'广州市博晋贸易有限公司','广州博晋','','','14242','0'
'云浮市丰年石材有限公司','丰年石材','','','14246','0'
'深圳市信融通盛投资担保有限公司','信融通盛','','','14254','0'
'安徽省岳西缸套有限公司','缸套公司','','','14260','0'
'深圳市合嘉乐饮食连锁有限公司','合嘉乐','','','14264','0'
'衡东光通讯技术（深圳）有限公司','衡东','East Point Communication Technology Co., Ltd.','','14268','0'
'上海启鹏工程材料科技有限公司','上海启鹏','SHANGHAI KNP ENGINEERING MATERIALS TECHNOLOGY CO.,LTD.','','14277','0'
'惠州市恒兴达再生资源有限公司','惠州恒兴达','HuiZhou City perseverance perhaps resources Ltd.','','14279','0'
'东莞市裕元纸品包装有限公司','裕元纸品','YO YUAN PAPER','','14285','0'
'湖南三星食品有限公司','三星食品','','','14297','0'
'深圳市金海峰建材有限公司','金海峰','','','14305','0'
'山东诚航新能源有限公司','山东诚航','','','14307','0'
'深圳市颍兆科技有限公司','颍兆科技','','','14308','0'
'深圳广易投资担保股份有限公司','广易','','','14321','0'
'深圳市松祺实业发展有限公司','松祺实业','','','14328','0'
'江苏天元钢管有限公司','天元钢管','','','14330','0'
'浙江捷达油脂有限公司','捷达油脂','ZHEJIANGJIEAD OIL CO.,LTD.','','14332','0'
'陕西集群物联网服务管理有限公司','集群物联','','','14335','0'
'邓州赛博板业有限公司','赛博板业','','','14338','0'
'河南黄志牧业有限公司','黄志牧业','','','14344','0'
'东莞市成隆包装制品有限公司','成隆包装','','','14346','0'
'东莞市成隆实业投资有限公司','成隆实业','','','14347','0'
'深圳市盛涛螺丝制品有限公司','盛涛螺丝','Shenzhen Shengtao Screw Products.Co.,LTD.','','14354','0'
'潮安县粤嘉不锈钢制品有限公司','czyj','','','14359','0'
'云浮市永光兄弟石材有限责任公司','永光兄弟','','','14370','0'
'云浮市好世界石材有限公司','好世界石材','','','14373','0'
'云浮市天生生石材有限公司','天生生','','','14374','0'
'湖北大成仁和生物科技有限公司','大成仁和','','','14375','0'
'云浮市大陆石业工艺有限责任公司','大陆石业','','','14377','0'
'云浮市文宇石材有限公司','文宇石材','','','14379','0'
'云浮市辉华石材有限公司','辉华石材','','','14380','0'
'洛阳本草生物制药股份有限公司','本草制药','','','14382','0'
'深圳索瑞德电子有限公司','索瑞德','','','14383','0'
'深圳市紫元元投资集团有限公司','紫元元','SHEN ZHEN ZI YUANYUAN INVESTMENT GROUP CO LTD.,LTD','','14398','0'
'青岛铁骑国际物流有限公司','青岛铁骑','QINGDAO TIEQI INTERNATIONAL LOGISTICS CO.,LTD.','','14399','0'
'四川老山磨坊食品有限公司','老山磨坊','','','14401','0'
'深圳市卓骏业投资有限公司','卓骏业','','','14404','0'
'白银东方瓜园生物科技有限公司','东方瓜园','','','14405','0'
'广东星辰律师事务所','星辰律所','','','14408','0'
'云浮市朗豪石材有限公司','朗豪石材','','','14410','0'
'云浮市宇健石材有限公司','宇健石材','','','14412','0'
'深圳市佳为软件开发有限公司','佳为软件','','','14422','0'
'东莞市东宇服装有限公司','东宇服装','','','14425','0'
'惠州市零下五度食品有限公司','零下五度','','','14426','0'
'云浮市洪宝石材有限公司','洪宝石材','','','14427','0'
'深圳市和润融资担保有限公司','和润融资','','','14428','0'
'深圳市金威澎电子有限公司','金威澎','SHENZHEN VIP-TEK ELECTRONLC CO,LTD','','14430','0'
'深圳市恒昌泰科技有限公司','恒昌泰','','','14435','0'
'江西好英王光电有限公司','好英王光电','','','14442','0'
'扬州三维光学材料有限公司','三维光学','','','14463','0'
'深圳市海和电子有限公司','海和电子','','','14473','0'
'杭州塞博自动化系统有限公司','杭州塞博','','','14476','0'
'广东小当唛服饰有限公司','小当唛','Little DongMak','','14481','0'
'四川展佳空调工程有限公司','展佳空调','','','14487','0'
'东莞市浩亨服装有限公司','东莞市浩亨服装有限公司','GROUP INDIVIDUAL','','14488','0'
'深圳市昆特科技有限公司','昆特科技','kwantler','','14489','0'
'深圳市爱车空间汽车服务有限公司','爱车空间','','','14491','0'
'东莞市民盈集团股份有限公司','民盈集团','','','14493','0'
'东莞市天和商贸有限公司','天和商贸','','','14495','0'
'浙江兴乐易购电子商务有限公司','兴乐易购','','','14498','0'
'深圳市联盟科科技开发有限公司','联盟科','','','14501','0'
'云浮市信兴石业有限公司','信兴石业','','','14502','0'
'东莞市瑞新针织机械有限公司','瑞新针织','','','14503','0'
'云南南疆物流有限公司','南疆物流','','','14504','0'
'惠州市纵横包装印刷有限公司','纵横包装','','','14505','0'
'江苏锦禾高新科技股份有限公司','锦禾高科','','','14509','0'
'深圳市爱美得科技有限公司','爱美得','','','14510','0'
'岳西县丰源茶机有限公司','丰源茶机','','','14512','0'
'富立房地产开发有限公司','富立地产','','','14513','0'
'开平市标图卫浴实业有限公司','标图卫浴','Kaiping City Biaotu Sanitary Ware Industrial Co.Ltd','','14516','0'
'惠州市惠阳区金亿达铝制品有限公司','金亿达','','','14517','0'
'广州市国巨电子有限公司','国巨电子','Guangzhou Guoju Electronic Co.,Ltd','','14520','0'
'深圳市凯信光电有限公司','凯信光电','','','14523','0'
'深圳市鸿瀚置业有限公司','鸿瀚置业','SHENZHEN HONGHAN PROPERTY CO.LTD','','14526','0'
'深圳市辰飞动漫创意有限公司','辰飞动漫','SHENZHEN CF ACG CREATIVE CO.,LTD','','14529','0'
'深圳市国钧投资管理有限公司','国钧投资','','','14530','0'
'东莞市大丰重油有限公司','大丰重油','','','14536','0'
'深圳安森照明科技有限公司','安森照明','','','14651','0'
'广东华业龙图信息技术股份有限公司','华业龙图','','','14652','0'
'深圳市三也生物科技有限公司','三也生物','','','14655','0'
'深圳市三口山贸易有限公司','三口山','SHEN ZHEN SAN KOU SHAN TIAED CO.LTD','','14656','0'
